CodigoCUPS;Descripcion;QueEs
891504;PRUEBA DE ESTIMULACIÓN MÁXIMA DE NERVIO FACIAL [HILGER];Es una prueba de diagnóstico para examinar el nervio facial en la que se mide la respuesta cuando es estimulado eléctricamente. Se refiere estimulación máxima por que se va subiendo la intensidad del estimulo  hasta lograr la conducción y la contracción muscular.
891505;ESTIMULACIÓN ELÉCTRICA CORTICAL;Procedimiento en el que se utiliza el potencial eléctrico o corrientes para producir respuestas biológicas a nivel de la corteza cerebral
891506;ESTIMULACIÓN ELÉCTRICA SUBCORTICAL;Estimulación eléctrica administrada en forma controlada a la región subcortical cerebral (debajo de la corteza cerebral) con el objetivo de localizar determinados tractos de sustancia blanca.
891507;REFLEJOS NEUROLÓGICOS BULBO CAVERNOSO;Procedimiento diagnóstico en el que se  aplica un estímulo en el glande del paciente o en el clítoris en caso de las mujeres y se mide con un electrodo de registro situado en el esfínter anal o el músculo bulbo cavernoso la respuesta refleja de la contracción.
891509;NEUROCONDUCCIÓN (CADA NERVIO);Procedimiento en el que se activan los nervios eléctricamente con pequeños pulsos seguros sobre varios puntos de la piel generalmente en las extremidades y mide las respuestas obtenidas. Esto proporciona información sobre el estado de salud del nervio músculo o unión neuromuscular (la parte responsable de la comunicación entre el nervio y el músculo).
891510;PRUEBA COMPLETA CON TENSILON;Procedimiento diagnóstico en el que se le aplica a un paciente un medicamento (Tensilon) por una inyección en la vena y se mide si hay o no mejoría transitoria de la debilidad muscular en los pacientes con sospecha de una enfermedad llamada Miastenia Gravis.
891511;PRUEBA DE ESTÍMULO REPETITIVO;Procedimiento diagnóstico de neurología en el que se le aplica a un paciente una serie de estímulos eléctricos repetitivos en el músculo de una extremidad y se mide con un electrodo de registro la respuesta refleja de la contracción y cómo evoluciona después de varios estímulos.
891512;TRIPLES CAROTIDEOS;Examen vascular no invasivo que permite revisar el flujo de las carótidas  y permite evaluar si hay placas de ateroma en ellas.
891513;PRUEBA FUNCIONAL DE RESPUESTA A MEDICAMENTOS;Procedimiento diagnóstico que busca evaluar la capacidad de un órgano para cumplir su función después de la aplicación de un medicamento.
891514;ONDA F (POR NERVIO);Procedimiento diagnóstico para evaluar segmentos proximales motores no accesibles a los estudios de neuroconducción convencionales.
891515;REFLEJO H (POR NERVIO);Procedimiento diagnóstico electrofisiológico para evaluar el reflejo músculo tendinoso.
891516;RESPUESTA SIMPÁTICA O GALVÁNICA DE LA PIEL;Es un procedimiento que permite evaluar la respuesta del sistema nervioso autónomo a través de la conductancia del sudor en la piel al administrar un estímulo. Permite identificar enfermedades del sistema nervioso autónomo que sean secundarios a una lesión del sistema nervioso simpático.
891517;REFLEJO AXONAL CUANTITATIVO SUDOMOTOR;Es un procedimiento que mide los nervios que controlan la sudoración y consiste en administrar un estímulo eléctrico en la piel para medir y cuantificar el volumen de sudor producido.
891530;POTENCIALES EVOCADOS SOMATOSENSORIALES (CADA EXTREMIDAD);Procedimiento diagnóstico de neurología en el que se le aplica a un paciente un estímulo eléctrico en el músculo de una extremidad y se mide en varios puntos del trayecto del nervio por donde se transmite la información hasta el cerebro.
891531;POTENCIALES EVOCADOS DE LATENCIA MEDIA Y LARGA;Procedimiento en el que se generan estímulos auditivos y basándose en la respuesta del paciente se evalúan la percepción y la interpretación de esos sonidos. Su utilidad clínica se encuentra relacionada principalmente con el estudio de las funciones auditivas centrales y como herramienta de neurodiagnóstico permitiendo la evaluación de estructuras dentro del sistema auditivo central (SNAC) como tálamo y corteza.
891532;POTENCIALES EVOCADOS MOTORES CON ESTIMULACIÓN MAGNÉTICA;Procedimiento diagnóstico de neurología para demostrar anormalidades en la vía motora central y periférica. Consiste en la  aplicación  de un estímulo electromagnético en la vía motora a través del cuero cabelludo la cual despolariza las neuronas de la corteza motora produciendo una respuesta que se propaga por toda la vía motora y se registra desde los músculos correspondientes mediante electrodos superficiales.
891703;POLISOMNOGRAMA EN TITULACIÓN DE DISPOSITIVO MÉDICO;Procedimiento diagnóstico en el que se evalúan varios aspectos de la salud del paciente mientras duerme y se puede graduar el equipo pertinente que utilizará  el paciente para mejorar los problemas que está presentando.
891704;ESTUDIO FISIOLÓGICO COMPLETO DEL SUEÑO [POLISOMNOGRAFÍA];Procedimiento diagnóstico en el que se evalúan varios aspectos de la salud del paciente mientras duerme.
891801;PRUEBAS DE LATENCIA MÚLTIPLE DE SUEÑO;Procedimiento diagnóstico en el que se evalúan varios parámetros de la salud del paciente (como la actividad eléctrica del cerebro entre otros) y se mide el tiempo en que la persona se queda dormida en un ambiente que favorece el sueño.
891803;PRUEBA DE MANTENIMIENTO DE LA VIGILIA;Procedimiento diagnóstico para evaluar la capacidad que tiene el individuo para mantenerse despierto durante un periodo de tiempo. La medida de la capacidad de mantenerse despierto tiene un importante valor como medida de estado de alerta diurna en situaciones en las que se requiere  estar en un estado de atención importante
891804;MONITOREO DE PRESIÓN POSITIVA DURANTE EL SUEÑO;Procedimiento que busca medir la presión requerida para eliminar las pausas respiratorias durante el sueño.
891805;MONITOREO DE FLUJO RESPIRATORIO DURANTE EL SUEÑO [POLIGRAFÍA RESPIRATORIA];Procedimiento que mide la respiración y oxigenación durante el sueño.
891806;MONITOREO DE ACTIVIDAD SUEÑO VIGILIA [ACTIGRAFÍA];Procedimiento que mide el movimiento en el día y en la noche.
891807;MONITOREO AMBULATORIO DE SUEÑO;Procedimiento que permite el registro y posterior análisis de las variables respiratorias y cardiacas de posición entre otras que se realiza en el domicilio del paciente o en la ubicación del mismo en el momento de su solicitud no requiere uso de laboratorio de sueño este permite medir el tiempo de sueño verdadero (diferente al tiempo total de registro) y las fases del sueño profundo y sueño REM. Es un método útil para el diagnóstico del síndrome de apneas del sueño cuando se indica en pacientes con alto riesgo y cumple un mínimo de requerimientos técnicos de calidad
891901;MONITORIZACIÓN ELECTROENCEFALOGRAFICA POR VIDEO Y RADIO;Procedimiento diagnóstico en el que se evalúa  la actividad eléctrica del cerebro  entre otros y se graba la información durante el examen en video.
891903;MONITORIZACIÓN INTRAOPERATORIA CORTICAL Y SUBCORTICAL;Procedimiento que permite salvaguardar las estructuras nerviosas corticales y subcorticales en riesgo de lesionarse durante el acto quirúrgico y permite en tiempo real la detección de cualquier disminución de la función del sistema nervioso central.
891904;MONITORIZACIÓN INTRAOPERATORIA DE BASE DE CRÁNEO TRONCO CEREBRAL Y PARES CRANEANOS;Procedimiento que permite salvaguardar las estructuras nerviosas de base de cráneo tronco cerebral y pares craneanos en riesgo de lesionarse durante el acto quirúrgico y permite en tiempo real la detección de cualquier disminución de la función del sistema nervioso central y periférico.
891905;MONITORIZACIÓN INTRAOPERATORIA DEL X PAR O DEL NERVIO LARÍNGEO RECURRENTE;Procedimiento que permite salvaguardar las estructuras nerviosas del X Par craneano o del nervio laríngeo recurrente en riesgo de lesionarse durante el acto quirúrgico y permite en tiempo real la detección de cualquier disminución de la función de estos.
891906;MONITORIZACIÓN INTRAOPERATORIA CEREBRAL EN CIRUGÍA CARDIOVASCULAR;Procedimiento que permite salvaguardar las estructuras nerviosas cerebrales en riesgo de lesionarse durante el acto quirúrgico y permite en tiempo real la detección de cualquier disminución de la función del sistema nervioso central.
891907;MONITORIZACIÓN INTRAOPERATORIA DE COLUMNA VERTEBRAL Y MÉDULA ESPINAL;Procedimiento que permite salvaguardar las estructuras nerviosas en la columna vertebral y médula espinal en riesgo de lesionarse durante el acto quirúrgico y permite en tiempo real la detección de cualquier disminución de la función del sistema nervioso central o periférico
891908;MONITORIZACIÓN INTRAOPERATORIA DEL SISTEMA NERVIOSO PERIFÉRICO;Procedimiento que permite salvaguardar las estructuras nerviosas periféricas en riesgo de lesionarse durante el acto quirúrgico y permite en tiempo real la detección de cualquier disminución de la función del sistema nervioso periférico.
892001;URODINAMIA ESTÁNDAR;Procedimiento diagnóstico en el que se tienen en cuenta varias mediciones para determinar la capacidad y estabilidad de la vejiga.
892003;URODINAMIA CON VALORACIÓN ANATÓMICA;Procedimiento diagnóstico en el que se tienen en cuenta varias mediciones para determinar la capacidad morfología  y estabilidad de la vejiga.
892100;MANOMETRÍA PIÉLICA SOD;Procedimiento diagnóstico en el que se miden los valores de presión dentro de la pelvis renal.
892200;CISTOMETROGRAMA SOD;Procedimiento diagnóstico en el que se grafican los valores de presión dentro de la vejiga mientras se va llenando de orina.
892301;ELECTROMIOGRAFÍA ESFÍNTER URETRAL;Procedimiento diagnóstico en la que se le aplica un estímulo en los músculos del esfínter de la uretra (parte inferior de la vía urinaria) y se mide con un electrodo de registro  la respuesta refleja de la contracción
892302;ELECTROMIOGRAFÍA ESFÍNTER VESICAL;Procedimiento diagnóstico en la que se le aplica un estímulo en los músculos del esfínter de la vejiga (parte de la vía urinaria) y se mide con un electrodo de registro  la respuesta refleja de la contracción
892400;UROFLUJOMETRÍA SOD;Procedimiento diagnóstico en el que se mide  velocidad con la que puede salir la orina para evaluar la función de la parte final de la vía urinaria.
892500;PERFIL DE PRESIÓN URETRAL SOD;Procedimiento diagnóstico en el que se miden los valores de presión dentro de la uretra (parte final de la vía urinaria).
892600;ESFINTEROMANOMETRÍA SOD;Procedimiento diagnóstico en el que se miden los valores de presión dentro de un esfínter.
892800;CISTOMETRÍA SOD;Procedimiento diagnóstico en el que se miden los valores de presión dentro de la vejiga urinaria.
892901;TOMA NO QUIRÚRGICA DE MUESTRA O TEJIDO VAGINAL PARA ESTUDIO CITOLÓGICO;Procedimiento con fines diagnósticos que permite observar bajo el microscopio las células obtenidas a partir de la toma de un fragmento de nuestra o tejido vaginal no quirúrgica las células obtenidas previamente son tratadas mediante la técnica de coloración básica.
892903;PENOSCOPIA;Es un estudio clínico realizado generalmente por un urólogo o ginecólogo que tiene como objetivo buscar algún tipo de herida o lesión (visible o plana) verruga o infección por el virus del papiloma humano en el pene del hombre
892904;TÉCNICAS DE INSPECCIÓN VISUAL CON ÁCIDO ACETICO Y LUGOL;Procedimiento donde se realiza una exploración vaginal con un espéculo durante el cual el profesional encargado aplica una solución de lugol y ácido acético al cuello uterino con el fin de observar el cuello uterino a simple vista para identificar cambios de color en el mismo. Éste examen es útil para determinar posibles lesiones precancerosas o cáncer.
892905;CAVERNOSOMETRÍA;Procedimiento que mide el flujo necesario para provocar y mantener una erección. Incluye la medida de la presión dentro del cuerpo cavernoso (son las columnas de tejido eréctil  que se llenan de sangre durante la erección) y se realiza inyectando suero salino intracavernoso a un flujo conocido. La exploración se hace indistintamente con la inyección previa de una sustancia vasoactiva intracavernosa o sin ella. Se utiliza en el diagnóstico de la disfunción eréctil de etiología vascular.
892906;CAVERNOSOGRAFÍA;Procedimiento radiológico que se utiliza en los pacientes con disfunción eréctil en los que se sospecha una fuga venosa. Consiste en la inyección de un líquido de contraste en el cuerpo cavernoso (son las columnas de tejido eréctil  que se llenan de sangre durante la erección) con el objeto de visualizar el drenaje venoso. Se realiza siempre después aplicar una inyección intracavernosa de una sustancia vasoactiva.
892907;MONITOREO PENEANO;Procedimiento en el que mediante un equipo se estudian las erecciones presentes en el varón detecta las variaciones de volumen y rigidez peneana que son captadas por medio de sensores colocados en el pene.
892908;BIOTESIOMETRÍA;Procedimiento en el que mediante un dispositivo electromagnético se envía un estímulo vibratorio al pene inicialmente se envían vibraciones bajas las cuales se incrementan hasta que el paciente las perciba. El valor corresponde al umbral de percepción.
892909;PRUEBA FARMACOLÓGICA INTRACAVERNOSA;Procedimiento que consiste en la inyección intracavernosa de un medicamento vasodilatador después de la inyección se realiza una evaluación subjetiva en la que el paciente compara visualmente la erección lograda con la más perfecta que haya conseguido en su casa. Esta prueba permite evaluar el estado vascular del pene de forma directa y objetiva.
893101;IMPRESIÓN DE ARCO DENTARIO SUPERIOR O INFERIOR CON MODELO DE ESTUDIO Y CONCEPTO;Procedimiento en el que se toman impresiones en alginato para obtención de modelos en yeso del arco dentario superior o inferior que reproduce la anatomía dental y bucal del paciente. Éstos contribuyen  al diagnóstico y planificación del tratamiento ya que permiten el estudio de las anomalías de posición relación de los arcos volumen y forma de los dientes.
893102;FOTOGRAFÍA CLÍNICA EXTRAORAL INTRAORAL FRONTAL O LATERAL;Procedimiento mediante el cual se obtiene un registro fotográfico intraoral (arcos superior e inferior oclusión de frente y laterales derecha e izquierda) y extraorales  (faciales de frente y perfil).
893103;EVALUACIÓN Y MEDICIÓN ORTODÓNTICA U ORTOPÉDICA ORAL;Historia clínica de evaluación y medición ortodóntica y de ortopédia oral de acuerdo con los exámenes de ayudas diagnosticas requeridos.
893104;ESTUDIO DE OCLUSIÓN Y ARTICULACIÓN TEMPOROMANDIBULAR;Evaluación de la relación oclusal caninas y molares sobremordidas horizontal y vertical Análisis y valoración clínica de las articulaciones temporomandibulares identificando posibles patologías asociadas.
893105;MASCARA FACIAL DIAGNÓSTICA;Procedimiento de ortodoncia en el que se coloca al paciente una máscara facial que posee dos superficies de anclaje una en la frente y otra en el mentón las cuales pueden estar unidas por dos alambres o uno solo
893106;CONTROL DE ORTODONCIA FIJA REMOVIBLE O TRATAMIENTO ORTOPÉDICO FUNCIONAL Y MECÁNICO;Procedimiento realizado por el especialista para hacer seguimiento al tratamiento de ortodoncia y ortopedia funcional o mecánica y realizar los ajustes necesarios para lograr la finalidad del mismo.
893107;ELABORACIÓN Y ADAPTACIÓN DE APARATO ORTOPÉDICO;Procedimiento en el cual se diseña elabora adapta y alinea un aparato ortopédico de forma tal que su uso no comprometa la salud ni la seguridad del usuario o de quienes estén en contacto con los mismos cuando se empleen en las condiciones y con las finalidades previstas.
893108;CONTROL DE CRECIMIENTO Y DESARROLLO DENTO-MAXILOFACIAL;Valoración por parte del odontólogo del desarrollo y crecimiento de los  maxilares  y procesos de erupción y recambio dentario.
893109;EXAMEN O RECONOCIMIENTO DE MUCOSA ORAL Y PERIODONTAL;Valoración por parte del  odontólogo de los tejidos blandos mucosas (labios vestíbulos lengua paladar frenillos piso de boca) y encías.
893110;ELABORACIÓN Y ADAPTACIÓN DE APARATO ORTÉSICO INTRAORAL;Procedimiento en el cual se diseña elabora y adapta un dispositivo de tipo aparato ortésico intraoral como por ejemplo la placa miorrelajante férula oclusal dispositivos para apnea del sueño entre otros.
893201;MANOMETRÍA ESOFÁGICA SIN IMPEDANCIOMETRÍA;Procedimiento que consiste en introducir una sonda delgada fina y flexible por nariz hasta el estómago y se va retirando y en determinadas zonas se hace tomar al paciente sorbos de agua o saliva para medir y estudiar las presiones en el interior del esófago y en sus extremos: el esfínter esofágico superior y el esfínter esofágico inferior o cardias.
893202;MANOMETRÍA ESOFÁGICA CON IMPEDANCIOMETRÍA;Procedimiento que consiste en el paso de una sonda por la nariz hasta el estómago esta sonda posee unos sensores sensibles al movimiento y va conectada a un software que ayudará el especialista a observar el comportamiento de los movimientos del esófago desde la garganta hasta el estómago registrando el correcto funcionamiento del paso de los alimentos y líquidos desde la boca hasta el estómago.
893203;MANOMETRÍA BULBODUODENAL;Procedimiento en el que se requiere el equipo de fisiología digestiva y un monitoreo para su realización de al menos 6 o 8 horas donde se evalúa trastornos de la motilidad digestiva alta se requiere endoscopia digestiva alta para guiar la colocación de la sonda.
893204;MANOMETRÍA COLÓNICA;Es un estudio de fisiología digestiva en el que se valora la motilidad colónica para este estudio se requiere del equipo de fisiología digestiva y un monitoreo para su realización de al menos 6 o 8 horas donde se evalúa trastornos de la motilidad colónica además de su colocación requiere colonoscopia total.
893300;EXAMEN DIGITAL DE ESTOMA DE ENTEROSTOMÍA SOD;Es un procedimiento realizado por un profesional de salud  donde examina manualmente la abertura quirúrgica realizada en el abdomen para llevar los desechos intestinales fuera del cuerpo.
893400;EXAMEN DIGITAL DE RECTO SOD;Examen en el que el médico inserta un dedo enguantado y lubricado en el recto para palpar en busca de anomalías. También se llama EDR.
893601;ELECTROMIOGRAFIA DE ESFINTER ANAL;Procedimiento diagnóstico en el que se le aplica un estímulo en los músculos del esfínter del ano (parte final de la vía digestiva) y se mide con un electrodo de registro  la respuesta refleja de la contracción
893701;VOLÚMENES PULMONARES POR PLETISMOGRAFIA PRE Y POST BRONCODILATADORES;Procedimiento en el que el paciente entra a un equipo similar a una caja de vidrio toma y expulsa aire por la boca a través de una boquilla que va conectada a un computador el cual procesa la información. Posteriormente el profesional que realiza la prueba aplica un medicamento que dilata las vías aéreas deja actuar el medicamento unos minutos y repite la prueba permitiendo determinar de manera más profunda el funcionamiento de los pulmones.
893702;VOLÚMENES PULMONARES POR GASES (HELIO OTROS.) PRE Y POST BRONCODILATADORES;Procedimiento en el que se da al paciente a respirar un volumen de gas que tiene una concentración conocida de un gas inerte como el Helio por lo general mediante la técnica de respiración única se mide la concentración final del gas y así se determina el volumen de aire en el cual se ha diluido. Posteriormente el profesional que realiza la prueba aplica un medicamento que dilata las vías aéreas deja actuar el medicamento unos minutos y repite la prueba
893703;ESPIROMETRÍA;Procedimiento diagnóstico que mide la función de los pulmones.  Evalúa la capacidad de tomar aire en los pulmones  y la velocidad con la que inspira y luego se saca el aire del pecho.
893801;CONSUMO DE OXÍGENO Y PRODUCCIÓN DE CO2 EN REPOSO;Procedimiento diagnóstico que mide la cantidad de oxígeno que se utiliza y la cantidad de dióxido de carbono durante la respiración en un paciente que está en reposo.
893802;CURVA DE HIPEROXIA;Procedimiento diagnóstico que mide los gases arteriales (ej.: oxígeno entre otros) en la sangre de una arteria  tomándola en varios momentos mientras el paciente está con suplemento de oxígeno.
893803;MEDICIÓN DE LA FRACCIÓN EXHALADA DE ÓXIDO NÍTRICO POST ESTÍMULO;Procedimiento permite medir el nivel de la inflamación en la vía aérea y su respuesta a la administración supervisada de dosis altas de esteroide inhalado en pacientes en tratamiento con dosis altas de esteroide inhalado de base y niveles de óxido nítrico exhalado elevados (FENO).
893804;COOXIMETRÍA;La cooximetría es una prueba diagnóstica que permite medir la cantidad de monóxido de carbono (CO) en el aire espirado por un individuo. Esta cantidad está relacionada con el hábito tabáquico y puede ser utilizado como factor de riesgo de un fumador.
893805;ESPIROMETRÍA O CURVA DE FLUJO VOLUMEN PRE Y POST BRONCODILATADORES;Procedimiento diagnóstico que mide la función de los pulmones.  Evalúa la capacidad de tomar aire en los pulmones  y la velocidad con la que inspira y luego se saca el aire del pecho. Se miden antes y después de darle al paciente un medicamento que dilata los pulmones.
893806;CAPACIDAD DE DIFUSIÓN CON MONÓXIDO DE CARBONO;Procedimiento diagnóstico que mide la capacidad del oxígeno de pasar del aire tomado por los pulmones y que se difunde hacia la sangre.
893807;DISTENSIBILIDAD PULMONAR CON BALÓN ESOFÁGICO;Procedimiento diagnóstico que mide la elasticidad del esófago al introducir un balón que se va aumentando de tamaño.
893808;ESPIROMETRÍA O CURVA DE FLUJO VOLUMEN SIMPLE;Procedimiento diagnóstico que mide la función de los pulmones.  Evalúa la capacidad de tomar aire en los pulmones  y la velocidad con la que inspira y luego se saca del pecho.  Se utilizaría en los pacientes que están hospitalizados con aparato que le ayudan a respirar  (ventilador mecánico) para mirar la capacidad del paciente de hacer sus propias respiraciones.
893809;RESISTENCIA DE VÍAS AÉREAS POR PLETISMOGRAFÍA SIMPLE;Procedimiento diagnóstico que mide la capacidad de tomar aire en los pulmones  y la cantidad de aire que queda retenido en el pulmón a pesar de que el paciente trata de sacarlo soplando lo más que puede.
893810;MEDICIÓN DE LA FUERZA MUSCULAR RESPIRATORIA (PIM-PEM AJUSTADO CON VOLÚMENES PULMONARES);Procedimiento diagnóstico de la función respiratoria que mide la fuerza de los músculos del pecho para poder tomar aire en los pulmones y luego poder expulsarlo. Se utilizaría en los pacientes que están hospitalizados con aparato que le ayudan a respirar  (ventilador mecánico).
893811;MEDICIÓN DE PRESIÓN INSPIRATORIA Y ESPIRATORIA MÁXIMA CON EQUIPO PORTATIL;Procedimiento diagnóstico de la función respiratoria que mide la fuerza de los músculos del pecho para poder tomar aire en los pulmones y luego poder expulsarlo. Se utilizaría en los pacientes que están hospitalizados con aparato que le ayudan a respirar  (ventilador mecánico). Se realiza con equipo que se puede transportar.
893812;REGISTRO DE OXIMETRÍA CUTÁNEA;Procedimiento diagnóstico que mide la cantidad de oxigeno que pasa del aire que se respiro a través de los pulmones y llega a la sangre.  Se mide con aparato que se coloca sobre un dedo por medio de una luz (no invasivo).
893813;RESISTENCIA DE LAS VÍAS AÉREAS POR PLETISMOGRAFÍA PRE Y POST BRONCODILATADORES;Procedimiento diagnóstico que mide la capacidad de tomar aire en los pulmones  y la cantidad de aire que queda retenido en el pulmón a pesar de que el paciente trata de sacarlo soplando lo más que puede. Se mide antes y después de darle al paciente un medicamento que dilata los bronquios.
893814;PRESIÓN TRANSDIAFRAGMÁTICA CON BALONES;Procedimiento que permite evaluar en forma global la fuerza de los músculos respiratorios específicamente la función del diafragma. Esta prueba mide la presión generada por los músculos respiratorios al realizar una maniobra inspiratoria (tomar aire)  o espiratoria (expulsar el aire) tranquila o forzada en contra de una vía aérea ocluida por medio de la introducción de sondas con balones conectadas a equipos que miden la presión.
893815;PRUEBA DE BRONCOPROVOCACIÓN ESPECÍFICA (ALERGENO) O INESPECÍFICA;Procedimiento que consiste en observar la respuesta bronquial del paciente al inhalar cantidades cada vez mayores de diversas sustancias o al realizar determinadas maniobras (ejercicio o hiperventilación) que son capaces de provocar un estrechamiento de los bronquios. Se realiza para confirmar o descartar la hiperreactividad bronquial.
893816;RESPUESTA VENTILATORIA A LA HIPOXIA;Procedimiento diagnóstico que mide la función respiratoria en respuesta a la disminución del nivel de oxígeno en la sangre.
893817;RESPUESTA VENTILATORIA A LA HIPERCAPNIA;Procedimiento diagnóstico que mide la función respiratoria en respuesta al aumento del gas dióxido de carbono en la sangre.
893818;MEDICIÓN NO INVASIVA DE CO2 O CAPNOGRAFIA;Procedimiento diagnóstico que mide la cantidad del gas dióxido de carbono (gas que se espira) cuando la persona respira.
893819;MEDICIÓN DE LA FRACCIÓN EXHALADA DE ÓXIDO NÍTRICO;Procedimiento por medio del cual se evalúa el grado de inflamación de la vía aérea.
893820;PRUEBA DE BRONCOMOTRICIDAD CON EJERCICIO;Procedimiento diagnóstico que mide la función respiratoria en un paciente cuando realiza ejercicio físico.  En algunos pacientes es el ejercicio capaz de producirles una disminución del calibre de las vías pulmonares y por eso se hace esta prueba.
893821;PRUEBA DE BRONCOMOTRICIDAD CON EJERCICIO Y MONITOREO;Procedimiento diagnóstico que mide la función respiratoria en un paciente cuando realiza ejercicio físico.  En este examen se miden los valores del oxígeno en la sangre la rapidez de los latidos del corazón el número de veces que se respira por minuto y los ruidos en el  pecho.
893822;VENTILACIÓN VOLUNTARIA MÁXIMA;Procedimiento diagnóstico que permite determinar la máxima capacidad de ventilación de sus pulmones.
893823;MEDICIÓN DE CALORIMETRÍA INDIRECTA;Procedimiento diagnóstico que  permite determinar en forma exacta el gasto calórico en reposo de una persona mediante la medición secuencial del consumo de oxigeno y la produccion de dióxido de carbono de esta manera se puede saber si el paciente posee un metabolismo lento o acelerado lo que se vincula directamente con el tratamiento nutricional que necesita.
893824;PRUEBA DE HIDRÓGENO ESPIRADO;Procedimiento que permite a partir del aire exhalado determinar la cantidad de hidrógeno formado por la flora intestinal tras haber ingerido previamente un tipo de azúcar (lactosa glucosa xilosa etc). Los resultados de esta prueba permitirán saber el grado de tolerancia a estas sustancias.
893825;OSCILOMETRÍA DE IMPULSO;Procedimiento diagnóstico para determinar la resistencia de la vía aérea consistente en emitir presión de aire al árbol bronquial que nos permite evaluar el grado de obstrucción de las vías respiratorias.
893901;MONITOREO DE pH ESOFÁGICO EN 24 HORAS [pHMETRÍA] SIN IMPEDANCIOMETRÍA;Procedimiento diagnóstico que mide durante 24 horas la frecuencia con que el ácido estomacal ingresa al conducto que lleva de la boca hasta el estómago (llamado esófago) y también calcula por cuánto tiempo permanece el ácido allí. Para este examen se pasa una sonda delgada a través de la nariz o la boca hasta el estómago luego se devuelve la sonda al esófago y un monitor que va pegado a la sonda mide el nivel de acidez en el esófago durante 24 horas.
893902;ESTUDIO DE MOTILIDAD ESOFÁGICA;Procedimiento diagnóstico usado para medir la fuerza y el movimiento de los músculos en el esófago (tubo que lleva el alimento de la boca al estómago).
893903;ESTUDIO DE MOTILIDAD ESOFÁGICA CON PERFUSIÓN DE ÁCIDO;Procedimiento que consiste en introducir una sonda por la nariz hasta llegar al esófago para aplicar por esa sonda solución salina y posteriormente una infusión de ácido clohídrico hasta que el paciente presente síntomas estos síntomas se deben a la hipersensibilidad esofágica del paciente al ácido o el contacto del ácido con una mucosa dañada.
893904;PRUEBA ENDOSCÓPICA DE UREASA RÁPIDA PARA DETERMINACIÓN DE Helicobacter pylori;Procedimiento diagnóstico  para detectar la presencia de la enzima ureasa en las muestras de biopsia de mucosa gástrica que han sido tomadas durante la endoscopia que nos permite sospechar la presencia del Helicobacter Pylori (Hp) a través de un kit que  está compuesto de una aguja  un envase con el reactivo o sustrato para la prueba y una  tira patrón de pH.
893905;MONITOREO DE pH ESOFÁGICO EN 24 HORAS [pHMETRÍA] CON IMPEDANCIOMETRÍA;Procedimiento diagnóstico que mediante el uso de una sonda delgada que se pasa a través de la nariz o la boca hasta el esófago mide durante 24 horas los episodios de reflujo registrando los reflujos no ácidos y los débilmente ácidos de igual forma determina si el material refluido es sólido líquido gaseoso o mixto.
893908;COLORACIONES VITALES EN MUCOSA DIGESTIVA VÍA ENDOSCÓPICA;Procedimiento diagnóstico  que consiste en la aplicación  a través de un endoscopio de colorantes vitales  que ejercen su acción en las partes vivas de las células sin alterar su metabolismo  poniendo de relieve sus estructuras el colorante más usados el azul de metileno.
893909;ELECTROGASTROGRAFIA TRANSCUTÁNEA O INTRAGÁSTRICA;Procedimiento diagnóstico  consiste en el registro de los potenciales eléctricos que se producen en la musculatura del estomago y del intestino. En general los electrodos de registro se pueden colocar sobre la pared abdominal con lo que se tiene un registro externo o también podemos colocarlo en la cara externa del estomago.
893910;PRUEBA DE SENSIBILIZACIÓN CON ALÉRGENO VÍA ORAL [PROVOCACIÓN];Procedimiento diagnóstico que consiste en exponer al paciente a la sustancia a la que está sensibilizado dando a tomar el alimento o el medicamento que se está estudiando en  pequeñas cantidades y cada 30-60 minutos se da una cantidad mayor hasta tomar una cantidad habitual del alimento o una dosis normal del medicamento  para comprobar que en efecto le causan síntomas que tiene alergia y no simple sensibilización
893911;MONITORIZACIÓN CONTINUA DE GLUCOSA;Procedimiento diagnóstico en el que se hacen mediciones continuas de los niveles glucémicos.
893912;PRUEBA DE SENSIBILIZACIÓN CON ALÉRGENO VÍA PARENTERAL [PROVOCACIÓN];Procedimiento diagnóstico que consiste en exponer al paciente a la sustancia a la que está sensibilizado administrando la sustancia por inyecciones subcutáneas intramusculares o intravenosas
893913;PRUEBA DE PROVOCACIÓN EPICUTÁNEA CON ESTÍMULO FÍSICO (ESPECÍFICO);Procedimiento diagnóstico para formas específicas de urticaria inducibles por medios físicos (frío calor luz ultravioleta presión ejercicio vibración entre otros)
894101;PRUEBA DE EJERCICIO CARDIO-PULMONAR INTEGRADA (ERGOESPIROMETRIA);Procedimiento diagnóstico que mide la respuesta de la función pulmonar y cardiovascular en un paciente cuando realiza ejercicio físico.  En esta prueba se le indica al paciente hacer ejercicio y se hacen unas mediciones (antes durante y después) de varios parámetros como son la capacidad pulmonar el valor del oxígeno en la sangre la presión arterial electrocardiograma  niveles de los gases en la sangre de una arteria y los síntomas del paciente.
894102;PRUEBA DE ESFUERZO CARDIOVASCULAR;Procedimiento diagnóstico que mide los efectos del ejercicio en la actividad eléctrica del corazón.  Además  se evalúan  la rapidez con que late el corazón la presión arterial y los síntomas que diga el paciente como fatiga o dolor.
