expediente;principioactivo;cantidad;unidadmedida;unidadreferencia;formafarmaceutica;registrosanitario;fechaexpedicion;fechavencimiento;estadoregistro
20014705;LOSARTAN POT√ÅSICO;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2016M-0011289-R1;9/03/2010;;Vigente
20067211;TRASTUZUMAB;150;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2015MBT-0015733;02/26/2015;1/01/3000;Vigente
19943271;NICOTINAMIDA (NIACINAMIDA);74;mg;TABLETA CUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2022M-0003759-R2;9/07/2004;;Vigente
19936459;EZETIMIBA (SCH 58235) MICRONIZADO;10;mg;TABLETA;TABLETA;INVIMA 2023M-0002492-R3;6/12/2003;;Vigente
20074661;BUTILBROMURO DE HIOSCINA;20;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0015947-R1;06/18/2015;;Vigente
20060320;PERTUZUMAB;420;mg;VIAL;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2023MBT-0015110-R1;06/26/2014;;Vigente
20107672;VITAMINA D3 (1000000 UI/G) 2.0 MG. EQUIVALENTES A VITAMINA D3;2000;UI;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2017M-0017588;02/16/2017;;Vigente
20015567;LEVETIRACETAM;1000;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2017M-0012255-R1;6/03/2011;;Vigente
30970;CARBONATO DE CALCIO;1250;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-002872-R3;9/11/1995;;Vigente
20096050;BIFIDOBACTERIA (BREVE. ANIMALIS SUBSP. LACTIS)MINIMO;93;billion organisms;SOBRE POR 3G DE GRANULADO;GRANULOS;INVIMA 2015M-0016363;10/08/2015;;Vigente
20177063;CINACALCET CLORHIDRATO EQUIVALENTE A CINACALCET;60;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0020653;6/01/2022;;Vigente
20106677;ASFOTASA ALFA;100;mg;ML;SUSPENSION INYECTABLE;INVIMA 2020M-0019887;10/22/2020;;Vigente
20122539;ACETAMINOFEN;3.2;g;100 ML. JARABE;JARABE;INVIMA 2023M-0018264-R1;06/27/2018;;Vigente
20232785;POLISAC√ÅRIDO DEL SEROTIPO NEUMOC√ìCICO 6A;2;mcg;DOSIS DE 0.5ML;SUSPENSION INYECTABLE;INVIMA 2023MB-0000090;10/31/2023;;Vigente
20068196;ACETAMINOFEN;250;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2020M-0015848-R1;04/30/2015;;Vigente
20118686;GLICINA;0.37;g;BOLSA DE 300 ML CONTIENE 3 COMPARTIMIENTOS;EMULSION INYECTABLE;INVIMA 2023M-0018699-R1;01/14/2019;;Vigente
20015204;ACIDODOCOSAHEXAENOICO AL 50% *****(EQUIVALENTE A 150 MG DHA);350;mg;;C√ÅPSULA BLANDA DE GELATINA CON CUBIERTA ENT√âRICA;INVIMA 2015M-0010993-R1;06/21/2010;;Vigente
20679;TRIMETOPRIM MICRONIZADO EQUIVALENTE TRIMETOPRIM (EXCESO 4%);0.8;g;100ML;SUSPENSION ORAL;INVIMA 2022M-006179-R4;8/05/1994;;Vigente
20103545;ALCOHOL ETILICO 96¬∞ GL;72.9;mL;100 ML DE SOLUCI”N;SOLUCION TOPICA;INVIMA 2017M-0017564;01/30/2017;;Vigente
19942150;MEROPENEM TRIHIDRATO 1.14 G EQUIVALENTE A MEROPENEM BASE;1;g;FRASCO VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020M-0003839-R2;10/06/2004;;Vigente
19954863;ACIDO F√ìLICO;4000;mcg;100 ML;JARABE;INVIMA 2016M-0004822-R1;09/29/2005;;Vigente
47458;CARBIDOPAMONOHIDRATOEQUIVALENTE A CARBIDOPA ANHIDRA;25;mg;TABLETA.;TABLETA;INVIMA 2017M-004290-R2;1/01/1999;;Vigente
20127667;CLORMADINONA ACETATO;2;mg;COMPRIMIDOS RECUBIERTOS;TABLETA RECUBIERTA;INVIMA 2018M-0018685;12/28/2018;;Vigente
20020235;MELOXICAM;15;mg;AMPOLLA;SOLUCION INYECTABLE;INVIMA 2021M-0011716-R2;12/14/2010;;Vigente
19996536;N-BUTIL BROMURO DE HIOSCINA;10;mg;TABLETA;TABLETA;INVIMA 2019M-0009738-R1;6/12/2009;;Vigente
20131612;ATOSIBAN (COMO ACETATO);37.5;mg;VIAL DE 5 ML DE CONCENTRADO;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2019M-0018722;01/25/2019;;Vigente
20011268;DIOXIDO DE CARBONO MEDICINAL;99;% (V/V);CILINDRO;GAS;INVIMA 2017M-0011892-R1;02/25/2011;;Vigente
20097707;CETIRIZINA DICLORHIDRATO;5;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2015M-0016592;11/18/2015;;Vigente
1990415;KETOROLACO TROMETAMINA;30;mg;AMPOLLA POR 2 ML;SOLUCION INYECTABLE;INVIMA 2018M-013316-R3;7/01/1992;;Vigente
19961723;DEXAMETASONA TERBUTIL ACETATO EQUIVALENTE A DEXAMETASONA BASE;0.25;mg;OVULO;OVULO;INVIMA 2022M-0005784-R2;05/19/2006;;Vigente
20044975;AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA BASE;500;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-0013776-R1;11/14/2012;;Vigente
20078798;ESPORAS DE BACILLUS CLAUSII 4000 MILLONES (4 MILLARDOS)/ 5ML;4000;million unit;5 ML DE SUSPENSION ORAL;SUSPENSION ORAL;INVIMA 2023M-0016328-R1;09/25/2015;;Vigente
20014813;CEFALEXINA MONOHIDRATO COMPACTADA 557.9 MG EQUIVALENTE A CEFALEXINA BASE (CONTIENE HASTA UN 5% DE EXCESO);500;mg;TABLETA RECUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2021M-0011198-R2;8/09/2010;;Vigente
19908160;TIROSINA;39;mg;100 ML DE SOLUCION;SOLUCION INYECTABLE;INVIMA 2022M-014839-R3;11/16/2000;;Vigente
19950305;BROMHEXINA CLORHIDRATO;0.08;g;100 ML.;JARABE;INVIMA 2021M-0004522-R2;06/21/2005;;Vigente
56220;ACIDO GLICOLICO;10;g;100 ML;LOCION;INVIMA 2017M-005950-R2;10/31/1996;;Vigente
20113623;AMBRISENTAN;5;mg;TABLETA CUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2023M-0018259-R1;06/27/2018;;Vigente
20087447;DIMETICONA AL 30% (EQUIVALENTE A 950MG DE DIMETILPOLISILOXANO);1;g;SIN DATO;GEL ORAL;INVIMA 2021M-0016241-R1;9/07/2015;;Vigente
19938463;DL- ALFA TOCOFERIL ACETATO/ VITAMINAESINTETICA EQUIVALENTE A VITAMINA E;400;U.I.;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2022M-0002690-R3;08/19/2003;;Vigente
20156847;NITAZOXANIDA;500;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2020M-0019541;01/15/2020;;Vigente
20051245;BISOPROLOL FUMARATO;5;mg;TABLETA;TABLETA;INVIMA 2023M-0014446-R2;07/29/2013;;Vigente
20102824;DICLOFENACO S√ìDICO PELLETS 40% (250 MG) EQUIVALENTE A DICLOFENACO S√ìDICO;100;mg;C√ÅPSULA;CAPSULA DURA;INVIMA 2017M-0017691;5/08/2017;;Vigente
20168487;FENILEFRINA CLORHIDRATO;10;mg;SIN DATO;CAPSULA DURA;INVIMA 2019M-0019514;12/13/2019;;Vigente
20066096;DICLOFENACO SODICO;1;g;CADA 100G DE GEL;GEL TOPICO;INVIMA 2014M-0015281;09/24/2014;;Vigente
19947719;INMUNOGLOBULINA HUMANA ANTI D;300;mcg;VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2015MB-0004557-R1;7/01/2005;1/01/3000;Vigente
20210107;DACOMITINIB MONOHIDRATO 31.153 MG EQUIVALENTES A DACOMITINIB;30;mg;TABLETA RECUBIERTA DE COLOR AZUL GRABADA CON EL TEXTO PFIZER EN UNA CARA Y DCB 30 EN LA OTRA;TABLETA RECUBIERTA;INVIMA 2022M-0020836;12/20/2022;;Vigente
20001575;GENTAMICINA SULFATO 0.1695 G (EQUIVALENTE A GENTAMICINA BASE );0.1;g;100 G;CREMA TOPICA;INVIMA 2009M-0009925;8/06/2009;1/01/3000;Vigente
1981018;FUROSEMIDA;40;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2016M-003543-R2;12/01/1995;;Vigente
20088574;SACUBITRILO VALSART√ÅN S√ìDICO HIDRATADO 56.551 MG. EQUIVALENTE A SACUBITRILO VALSARTAN (24.3 MG DE SACUBITRILO / 25.7 MG DE VALSARTAN);50;mg;COMPRIMIDO RECUBIERTO;TABLETA CUBIERTA CON PELICULA;INVIMA 2023M-0017291-R1;08/31/2016;;Vigente
19951944;NEOMICINA SULFATO EQUIVALENTE A NEOMICINA BASE;3.5;mg;CADA ML DE SOLUCI”N OFT√ÅLMICA;SOLUCION OFTALMICA;INVIMA 2016M-0004868-R1;10/20/2005;;Vigente
20045393;RIBOFLAVINA(VITAMINA B2);5;mg;;CAPSULA BLANDA;INVIMA 2023M-0013146-R2;04/30/2012;;Vigente
20023536;MELOXICAM;15;mg;AMPOLLA POR 1.5 ML.;SOLUCION INYECTABLE;INVIMA 2023M-0012257-R2;6/07/2011;;Vigente
19961837;MONTELUKAST S√ìDICOEQUIVALENTE A MONTELUKAST;10;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0005928-R2;06/20/2006;;Vigente
20104221;ACETAMINOFEN;325;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2019M-0018763;2/08/2019;;Vigente
20243728;CLORURO DE SODIO;1.75;g;GRAMOS POR CADA 100 ML;POLVO PARA RECONSTITUIR A SOLUCION ORAL;INVIMA 2024M-0021444;04/16/2024;1/01/3000;Vigente
20014765;CITARABINA;500;mg;FRASCO AMPOLLA CON 10 ML DE SLN INYECTABLE;SOLUCION INYECTABLE;INVIMA 2023M-0011012-R2;06/24/2010;;Vigente
19973415;RIFAXIMINA;200;mg;CAPSULA;CAPSULA BLANDA;INVIMA 2023M-0007079-R2;6/08/2007;;Vigente
20132724;RASAGILINA TARTRATO (1.44 MG)EUIVALENTE ARASAGILINA;1;mg;TABLETA;TABLETA;INVIMA 2019M-0019274;9/11/2019;;Vigente
20092268;TARTRATO DE ELIGLUSTAT EQUIVALENTE A ELIGLUSTAT;84;mg;CAPSULA DURA;CAPSULA DURA;INVIMA 2018M-0018473;10/26/2018;;Vigente
23282;CLORURO DE SODIO;538;mg;100ML;SOLUCION ESTERIL PARA DI√ÅLISIS PERITONEAL;INVIMA 2018M-007582- R3;12/17/1996;;Vigente
20176043;DESLORATADINA;0.05;g;100 ML DE JARABE;JARABE;INVIMA 2021M-0020066;03/15/2021;;Vigente
20188001;ABEMACICLIB;100;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0020139;04/29/2021;;Vigente
20064903;TIOCOLCHICOSIDO;4;mg;CADA CAPSULA DURA;CAPSULA DURA;INVIMA 2014M-0015097;06/17/2014;;Vigente
19955898;MELOXICAM;15;mg;TABLETA;TABLETA;INVIMA 2021M-0004901-R2;10/24/2005;;Vigente
19953296;DICLOFENACO SODICO;75;mg;AMPOLLA POR 3 ML;SOLUCION INYECTABLE;INVIMA 2022M-0004505-R2;06/14/2005;;Vigente
20174449;BICARBONATO DE SODIO;2130;mg;100 ML DE SUSPENSI”N;SUSPENSION ORAL;INVIMA 2021M-0020445;10/26/2021;;Vigente
19930338;CITRATO DE CALCIO TETRAHIDRATO 1500.00 MG. (21% CA) EQUIVALENTE ACALCIO ELEMENTAL;315;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2016M-0001711-R2;8/08/2002;;Vigente
20056874;PANTOPRAZOL S√ìDICO SESQUIHIDRATADO 45.10MG EQUIVALENTE A PANTOPRAZOL BASE;40;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2013M-0014619;10/09/2013;;Vigente
29698;AMOXICILINA TRIHIDRATO COMPACTADA EQUIVALENTE A AMOXICILINA BASE;500;mg;CAPSULA;CAPSULA DURA;INVIMA 2020M-000743-R3;1/01/1999;;Vigente
20089313;AMLODIPINO BESILATO 14.0 MG EQUIVALENTE AAMLODIPINO BASE;10;mg;TABLETA CUBIERTA;TABLETA;INVIMA 2023M-0016714-R1;12/17/2015;;Vigente
20241564;DEXKETROPROFENO TROMETAMOL 36.9 MGEQUIVALENTE A DEXKETROPROFENO;25;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2023M-0021166;12/01/2023;1/01/3000;Vigente
19966171;SIMETICONA30%;0.4;g;100 ML DE SUSPENSION;SUSPENSIONES;INVIMA 2016M-0006040-R1;7/12/2006;;Vigente
32993;VITAMINA A PALMITATO (EQUIVALENTE A 50000 UI);29.41;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2021M-010670-R4;12/07/2000;;Vigente
20045891;SERTRALINA CLORHIDRATO 56MGEQUIVALENTE A SERTRALINA BASE;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0013867-R1;12/10/2012;;Vigente
1980799;CLORURO DE SODIO;0.33;g;100ML;SOLUCION INYECTABLE;INVIMA 2021M-014874-R3;1/01/1999;;Vigente
20236277;CARBONATO DE CALCIO PRECIPITADO;3250;mg;100 ML DE SUSPENSION;SUSPENSION ORAL;INVIMA 2023M-0021205;12/18/2023;1/01/3000;Vigente
218004;AMPICILINA SODICA 1.091 G ( EQUIVALENTE AAMPICILINA BASE;1;g;VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2020M-010590-R2;1/01/1999;;Vigente
20211503;MELOXICAM;7.5;mg;TABLETAS;TABLETA;INVIMA 2022M-0020765;9/08/2022;;Vigente
20053867;LEVOFLOXACINO HEMIHIDRATO EQUIVALENTE A LEVOFLOXACINO BASE;500;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2018M-0014489-R1;08/16/2013;;Vigente
20201627;TADALAFILO;20;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0020719;07/25/2022;;Vigente
19938258;IVERMECTINA;6;mg;1ML DE SOLUCI”N ORAL;SOLUCION ORAL;INVIMA 2023M-0002723-R2;9/01/2003;;Vigente
20175556;ADALIMUMAB;40;mg;0.8ML;SOLUCION INYECTABLE;INVIMA 2021MBT-0000036;09/15/2021;;Vigente
20091026;AZITROMICINA DIHIDRATO. EQUIVALENTE A AZITROMICINA BASE;500;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2015M-0016710;12/16/2015;;Vigente
20025310;NIFEDIPINO;30;mg;CAPSULA DE LIBERACION CONTROLADA;CAPSULA DE LIBERACION PROLONGADA;INVIMA 2023M-0012346-R2;7/05/2011;;Vigente
19960067;TIAMINA MONONITRATO;300;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2017M-0006052-R1;7/12/2006;;Vigente
23187;ENALAPRILMALEATO;20;mg;TABLETA;TABLETA;INVIMA 2021M-007550-R4;1/01/1999;;Vigente
20125277;CLORURO DE CALCIO DIHIDRATO;0.03;g;100 ML DE SOLUCION;SOLUCION ORAL;INVIMA 2019M-0019235;08/21/2019;;Vigente
20054456;CLOPIDOGREL BISULFATO USP POLIMORFO 298MG EQUIVALENTE ACLOPIDOGREL BASE;75;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0014165-R1;03/27/2013;;Vigente
20220123;OMEPRAZOL SODICO EQUIVALENTE A OMEPRAZOL BASE;40;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023M-0020957;5/05/2023;;Vigente
20028352;ABACAVIR SULFATO 353 MG EQUIVALENTE A ABACAVIR BASE;300;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2017M-0011943-R1;3/08/2011;;Vigente
19979666;PIROXICAM;20;mg;CAPSULA;CAPSULA DURA;INVIMA 2023M-0007665-R1;1/08/2008;;Vigente
19547;ALCANFOR SINT√âTICO;3;g;100 G DE UNG√úENTO;UNGUENTO TOPICO;INVIMA 2022M-006295-R4;6/08/1994;;Vigente
19989033;COMPOSICION MICROGRANULOS:LANSOPRAZOL;30;mg;CAPSULA;CAPSULA DURA;INVIMA 2008M-0007993;04/21/2008;;Vigente
19960640;ENOXAPARINA SODICAEQUIVALENTE A 4.000 UI;40;mg;JERINGA PRELLENADAPOR 0.4 ML;SOLUCION INYECTABLE;INVIMA 2018M-0006078-R1;07/19/2006;1/01/3000;Vigente
19936177;DL-ALFATOCOFERIL ACETATO/VITAMINA E SINTETICA (EQUIVALENTE A 30.0UI DE VITAMINA E);30;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2014M-0002402-R1;5/08/2003;;Vigente
20129971;ACICLOVIR;5;g;100 G DE UNGUENTO TOPICO;UNGUENTO TOPICO;INVIMA 2022M-0017891-R1;10/20/2017;;Vigente
20023279;LEVONORGESTREL;1.5;mg;TABLETA;TABLETA;INVIMA 2022M-0011664-R2;12/03/2010;;Vigente
20083249;DULOXETINA CLORHIDRATO (EQUIVALENTE A 60 MG DE DULOXETINA BASE);67.32;mg;C√ÅPSULA DE LIBERACI”N RETARDADA;CAPSULA CON CUBIERTA ENTERICA;INVIMA 2015M-0016123;8/03/2015;;Vigente
29529;TRIFLUOPERAZINA CLORHIDRATO EQUIVALENTE A TRIFLUOPERAZINA;0.5;mg;COMPRIMIDO;COMPRIMIDO;INVIMA 2018M-011421-R2;1/01/1999;;Vigente
36304;NAFAZOLINA CLORHIDRATO;0.2;mg;ML;SOLUCION OFTALMICA;INVIMA 2017M-011774-R3;10/07/2000;;Vigente
20232631;CUBIERTA OPADRY II 85F28751 BLANCO;2;mg;SIN DATO;TABLETA RECUBIERTA;INVIMA 2024M-0021244;1/12/2024;1/01/3000;Vigente
20176216;NEOMICINA SULFATO EQUIVALENTE A NEOMICINA BASE;0.5;g;100 GRAMOS DE CREMA;CREMA TOPICA;INVIMA 2022M-0020663;6/06/2022;;Vigente
20093269;PROTEINA L1VPH 31;20;mcg;CADA DOSIS DE 0.5 ML CONTIENE;SUSPENSION INYECTABLE;INVIMA 2017M-0017725;6/06/2017;1/01/3000;Vigente
20073968;NAPROXENO;500;mg;TABLETA;TABLETA;INVIMA 2021M-0015971-R1;06/25/2015;;Vigente
19967377;PIROXICAM;20;mg;CADA CAPSULA;CAPSULA DURA;INVIMA 2019M-0006584-R1;11/16/2006;;Vigente
20002629;TOCILIZUMAB;80;mg;VIAL POR 4 ML;SOLUCION INYECTABLE;INVIMA 2021MBT-0009524-R1;04/30/2009;;Vigente
50728;GLIBENCLAMIDA;5;mg;TABLETA;TABLETA;INVIMA 2019M-012468-R2;03/18/1999;;Vigente
20103181;HIDROCODONA BITARTRATO DISESQUIHIDRATO EQUIVALENTE A HIDROCODONA BITARTRATO;5;mg;SIN DATO;TABLETA;INVIMA 2017M-0017664;04/18/2017;;Vigente
19937257;YODO-POLIVINILPIRROLIDONA;8;g;100ML;SOLUCION BUCAL;INVIMA 2013M-0002521-R1;06/19/2003;;Vigente
19947670;CADAUN(1)LITRO CONTIENE PROTE√çNA PLASM√ÅTICA CON AL MENOS UN 96%DE ALBUMINA HUMANA .;250;g/l;EN UN (1) LITRO;SOLUCION INYECTABLE;INVIMA 2023MB-0004394-R2;5/03/2005;;Vigente
19977387;LEVOMEPROMAZINA CLORHIDRATO EQUIVALENTE A LEVOMEPROMAZINA BASE;40;mg;ML DE SOLUCION;SOLUCION ORAL;INVIMA 2007M-0007588;12/05/2007;;Vigente
20137227;COLECALCIFEROL;100000;UI;C√ÅPSULAS BLANDAS;CAPSULA BLANDA;INVIMA 2019M 19394;30/10/2016;;Vigente
19994117;ATORVASTATINA CALCICA AMORFA EQUIVALENTE A ATORVASTATINA BASE;10;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2008M-0009063;12/19/2008;1/01/3000;Vigente
20199290;EZETIMIBA;10;mg;TABLETAS;TABLETA;INVIMA 2023M-0021109;10/31/2023;;Vigente
19992308;METOTREXATO;50;mg;CADA VIAL DE 2 ML CONTIENE;SOLUCION INYECTABLE;INVIMA 2019M-0008900-R1;12/09/2008;;Vigente
31884;YODO METALICO RESUBLIMADO;4;g;100 G DE UNG√úENTO;UNGUENTO TOPICO;INVIMA 2023M-001189-R1;1/01/1999;;Vigente
20014719;HESPERIDINA;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0010970-R2;06/15/2010;;Vigente
20233274;LOSARTAN POTASICO;100;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2024M-0021405;03/19/2024;1/01/3000;Vigente
20152993;HALOPERIDOL;5;mg;AMPOLLA POR 1 ML;SOLUCION INYECTABLE;INVIMA 2019M-19464;27/11/2019;;Vigente
20030605;ARGININA;3.78;g;1000 ML;EMULSION INYECTABLE;INVIMA 2017M-0012937-R1;02/27/2012;;Vigente
20037896;√ÅCIDO F√ìLICO;0.4;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-0015487-R1;12/01/2014;;Vigente
20089873;MONTELUKAST S√ìDICO EQUIVALENTE A MONTELUKAST;5;mg;TABLETA MASTICABLE;TABLETA MASTICABLE;INVIMA 2016M-0016811;2/08/2016;;Vigente
20066230;CLOBETASOL PROPIONATO;0.05;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2019M-0015353-R1;10/22/2014;;Vigente
19940454;N-ACETILCISTEINA;300;mg;AMPOLLA POR 3ML;SOLUCION INYECTABLE;INVIMA 2015M-0002925-R1;11/25/2003;1/01/3000;Vigente
19900234;VIAL 4:CLORURO DE CALCIO DIHIDRATO(40 MMOL/L);17.7;mg;VIAL;SOLUCION TOPICA;INVIMA 2023MB-013198-R2;06/18/1999;;Vigente
20043747;HIDROCLOROTIAZIDA;12.5;mg;;TABLETA RECUBIERTA;INVIMA 2023M-0013038-R2;04/13/2012;;Vigente
19936154;PREDNISOLONA ACETATO;10;mg;ML.;SUSPENSION OFTALMICA;INVIMA 2019M-0002527-R2;06/19/2003;;Vigente
34476;TIAMINA MONONITRATO;10;mg;TABLETA;TABLETA CUBIERTA (GRAGEA);INVIMA 2022M-001826-R5;1/01/1999;1/01/3000;Vigente
20121784;CASPOFUNGINA ACETATO EQUIVALENTE A 50MG CASPOFUNGINA;55.49;mg;VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2018M-0018642;12/17/2018;;Vigente
20033290;L-ISOLEUCINA;0.126;g;;EMULSION INYECTABLE;INVIMA 2019M-0012868-R1;2/09/2012;;Vigente
20152780;GENTAMICINA SUFATO EQUIVALENTE A GENTAMICINA BASE;0.1;g;CREMA;CREMA TOPICA;INVIMA 2019M-0019424;11/13/2019;;Vigente
20115059;SUCCINATO DE RIBOCICLIB EQUIVALENTE A RIBOCICLIB;200;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2018M-0018489;10/30/2018;;Vigente
20209591;HIERRO SACARATO LIQUIDO 3.5% EQUIVALENTE A HIERRO ELEMENTAL;100;mg;AMPOLLA;SOLUCION INYECTABLE;INVIMA 2023M-0021115;11/02/2023;;Vigente
19998027;LEVOCETIRIZINA DICLORHIDRATO;5;mg;CADA TABLETA RECUBIERTA;TABLETA;INVIMA 2019M-0009001-R1;12/18/2008;;Vigente
19987663;MELOXICAM;15;mg;TABLETA;TABLETA;INVIMA 2022M-0007808-R2;3/03/2008;;Vigente
19952343;PAROXETINA CLORHIDRATO EQUIVALENTE A PAROXETINA BASE;20;mg;TABLETA CUBIERTA RANURADA SIN FINES DE DOSIFICACION;TABLETA CUBIERTA CON PELICULA;INVIMA 2022M-0004694-R2;08/16/2005;;Vigente
19984031;NITAZOXANIDA;6;g;CADA 100 GRAMOS DE POLVO PARA RECONSTITUIR. 100 MG /5ML;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2018M-0008363-R1;08/22/2008;;Vigente
19975977;CLOZAPINA;25;mg;TABLETA;TABLETA;INVIMA 2021M-0007295-R1;09/19/2007;;Vigente
20119524;IOPAMIDOL 612.4 MGEQUIVALENTE A IODO;300;mg;ML;SOLUCION INYECTABLE;INVIMA 2018M-0018447;10/16/2018;;Vigente
19976921;TERBINAFINA CLORHIDRATO 281.27 MG EQUIVALENTE A TERBINAFINA BASE;250;mg;TABLETA;TABLETA;INVIMA 2021M-0007273-R1;08/29/2007;;Vigente
20010745;ALGINATO DE SODIO;500;mg;SACHET 10 ML;SUSPENSION ORAL;INVIMA 2010M-0010778;5/03/2010;;Vigente
19969115;CLORHIDRATO DE DOXORUBICINA;2;mg;ML;SUSPENSION INYECTABLE;INVIMA 2020M-0007063-R1;6/06/2007;;Vigente
19978018;CLOTRIMAZOL;1;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2022M-0007550-R1;11/20/2007;;Vigente
20123776;ROSUVASTATINA CALCICA 20.79 MG EQUIVALENTE A ROSUVASTATINA;20;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0018276-R1;7/06/2018;;Vigente
19983446;NISTATINA;500000;UI;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0007898-R1;03/26/2008;;Vigente
20088034;FACTOR IX HUMANO;1000;UI;FRASCO VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2023MB-0017118-R1;06/21/2016;;Vigente
19987850;POLIMIXINA B SULFATO;1;million IU;100 G DE UNGUENTO;UNGUENTO OFTALMICO;INVIMA 2022M-0008090-R1;5/12/2008;;Vigente
20025390;MINITABLETAS ENTERICAS DE FENOFIBRATO DE COLINA: FENOFIBRATO DE COLINA EQUIVALENTE A ACIDO FENOFIBRICO.;135;mg;CAPSULA;CAPSULA DURA;INVIMA 2022M-0014122-R2;3/11/2013;1/01/3000;Vigente
20004631;SUCRALFATO;1000;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2009M-0009904;07/31/2009;;Vigente
20041740;ALFAMETILDOPA SESQUIHIDRATO 282..0 MG ( EQUIVALENTE A ALFAMETILDOPABASE .);250;mg;TABLETARECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0013614-R1;9/04/2012;;Vigente
20030605;ACEITE DE SOYA REFINADO;16;g;1000 ML;EMULSION INYECTABLE;INVIMA 2017M-0012937-R1;02/27/2012;;Vigente
20071537;OXIMETAZOLINA CLORHIDRATO;0.5;mg;1 ML;SOLUCIONNASAL;INVIMA 2015M-0015740;02/27/2015;;Vigente
20119904;CETIRIZINA DICLORHIDRATO;5;mg;POR CADA CAPSULA;CAPSULA DURA;INVIMA 2020M-0019735;7/10/2020;;Vigente
20232785;POLISAC√ÅRIDO DEL SEROTIPO NEUMOC√ìCICO 14;2;mcg;DOSIS DE 0.5ML;SUSPENSION INYECTABLE;INVIMA 2023MB-0000090;10/31/2023;;Vigente
